priority,priority_note,is_positive_control,control_name,molecule_chembl_id,molecule_pref_name,max_phase,canonical_smiles,rank_overall,potency_band,pactivity_median,pactivity_max,potency_nm_min,direction,has_efficacy_corroboration,efficacy_fold_max,efficacy_pct_max,evidence_level,n_assays,n_docs,flags,murcko_scaffold,scaffold_cluster_size,is_scaffold_representative
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL5094606,,,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3cnc(C(=O)N4CCC4)nc3)cc(OC(C)C)c2)n1)OCC,150,7.0–7.5（32–100 nM）,7.21,7.21,61.0,activation,TRUE,,150.0,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2cnc(C(=O)N3CCC3)nc2)c1,1,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL2023436,,,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3CC[C@H](F)C3)cc2)cc(C(=O)Nc2cc(C)n(C)n2)c1,155,7.0–7.5（32–100 nM）,7.2,7.2,63.1,activation,TRUE,1.9,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(S(=O)(=O)N3CCCC3)cc2)c1,2,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL2346882,,,O=C(Nc1nccs1)[C@H](CC1CCCCC1)N1CCN(S(=O)(=O)C2CCCC2)CC1=O,157,7.0–7.5（32–100 nM）,7.2,7.2,63.0,activation,TRUE,,33.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCCCC1)N1CCN(S(=O)(=O)C2CCCC2)CC1=O,1,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL2023056,,,COC1CCN(S(=O)(=O)c2ccc(Oc3cc(OCC=C(C)C)cc(C(=O)Nc4ncc(F)s4)c3)cc2)CC1,160,7.0–7.5（32–100 nM）,7.19,7.19,64.6,activation,TRUE,1.7,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccc(S(=O)(=O)N3CCCCC3)cc2)c1,2,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL575904,,,Cc1nsc(Nc2ncnc3ccc(Oc4c(F)cccc4S(C)(=O)=O)cc23)n1,164,7.0–7.5（32–100 nM）,7.18,7.4,40.0,activation,TRUE,1.1,,中,4,1,,c1ccc(Oc2ccc3ncnc(Nc4ncns4)c3c2)cc1,1,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL5072442,,,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3ccc(S(=O)(=O)N4CCC4)cc3)cc(OC(C)C)c2)n1)OCC,170,7.0–7.5（32–100 nM）,7.17,7.17,67.0,activation,TRUE,,175.0,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(S(=O)(=O)N3CCC3)cc2)c1,1,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL480725,,,O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)c1ccc(S(=O)(=O)C2CCCC2)cc1,181,7.0–7.5（32–100 nM）,7.16,7.16,70.0,activation,TRUE,3.4,,中,3,1,,O=C(Nc1nccs1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CCCC2)cc1,1,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL608393,,,Cn1ccnc1Sc1cc(C(=O)Nc2nccs2)c(N)cc1F,186,7.0–7.5（32–100 nM）,7.135,7.17,67.11,activation,TRUE,3.97,,强,4,3,,O=C(Nc1nccs1)c1cccc(Sc2ncc[nH]2)c1,4,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL2023052,,,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)N3CC4CCC(C3)O4)cc2)cc(C(=O)Nc2ncc(F)s2)c1,194,7.0–7.5（32–100 nM）,7.11,7.11,78.0,activation,TRUE,1.9,,中,2,1,,O=C(Nc1nccs1)c1cccc(Oc2ccc(S(=O)(=O)N3CC4CCC(C3)O4)cc2)c1,2,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL595122,,,CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2CN2C(=O)CCC2=O)cc1,200,7.0–7.5（32–100 nM）,7.1,7.4,40.0,activation,TRUE,1.09,,中,4,1,,O=C1CCC(=O)N1Cc1cc2[nH]c(-c3ccccn3)nc2cc1Oc1ccccc1,1,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL1164790,,,O=C(Nc1nc2c(s1)CCC2)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,201,7.0–7.5（32–100 nM）,7.1,7.1,79.0,activation,TRUE,3.4,,中,2,1,,O=C(Nc1nc2c(s1)CCC2)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,1,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL2346761,,,Cc1cc(S(=O)(=O)C2CCCC2)cc(=O)n1[C@@H](CC1CCCCC1)C(=O)Nc1nccs1,203,7.0–7.5（32–100 nM）,7.1,7.1,79.0,activation,TRUE,,88.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCCCC1)n1ccc(S(=O)(=O)C2CCCC2)cc1=O,1,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL2346891,,,CNC(=O)c1ccc2c(=O)n([C@@H](CC3CCCCC3)C(=O)Nc3ncc(Cl)s3)cnc2c1,204,7.0–7.5（32–100 nM）,7.1,7.1,79.0,activation,TRUE,,58.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCCCC1)n1cnc2ccccc2c1=O,7,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL4083023,,,O=C(Nc1ncc(F)s1)[C@H](CC1CCOCC1)n1ncc2c(S(=O)(=O)C3CC3)cncc21,207,7.0–7.5（32–100 nM）,7.1,7.1,80.0,activation,TRUE,,71.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCOCC1)n1ncc2c(S(=O)(=O)C3CC3)cncc21,1,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL573750,,,Cc1csc(Nc2ncnc3ccc(Oc4ccccc4F)cc23)n1,216,7.0–7.5（32–100 nM）,7.06,7.3,50.0,activation,TRUE,0.61,,中,4,1,,c1ccc(Oc2ccc3ncnc(Nc4nccs4)c3c2)cc1,3,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL4203455,,,COC[C@H](C)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2nc3c(s2)CN(C(=O)OC(C)(C)C)CC3)c1,220,7.0–7.5（32–100 nM）,7.05,7.3,50.0,activation,TRUE,2.84,,中,3,1,,O=C(Nc1nc2c(s1)CNCC2)c1cccc(Oc2ccc(C(=O)N3CCC3)cc2)c1,11,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL4206856,,,COCC(C)Oc1cc(Oc2ccc(C(=O)N(C)C)cc2)cc(C(=O)Nc2nc3c(s2)CN(C(=O)OC(C)(C)C)CC3)c1,229,7.0–7.5（32–100 nM）,7.05,7.05,90.0,activation,TRUE,1.91,,中,2,1,,O=C(Nc1nc2c(s1)CNCC2)c1cccc(Oc2ccccc2)c1,12,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL2023060,,,CC(C)=CCOc1cc(Oc2ccc(S(=O)(=O)C3CC3)cc2)cc(C(=O)Nc2cc(C)n(C)n2)c1,234,7.0–7.5（32–100 nM）,7.04,7.04,90.1,activation,TRUE,1.5,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(S(=O)(=O)C3CC3)cc2)c1,1,TRUE
P1,首批：效力 ≥7.0，骨架代表，方向有实测效能读数支持,FALSE,,CHEMBL4204989,,,COCC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc3c(s2)CCC3)c1,263,7.0–7.5（32–100 nM）,7.0,7.0,100.0,activation,TRUE,4.8,,中,2,1,,O=C(Nc1nc2c(s1)CCC2)c1cccc(Oc2ccccc2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3893442,,,COC(=O)CCc1ccc(Oc2cc3cc(-c4cnccn4)[nH]c3cc2C2CCC(=O)N2C)cc1,3,≥7.5（EC50 ≤ 32 nM）,8.68,8.68,2.1,activation_by_potency,FALSE,,,弱,1,1,,O=C1CCC(c2cc3[nH]c(-c4cnccn4)cc3cc2Oc2ccccc2)N1,2,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL1258092,,,CS(=O)(=O)c1ccc(/C(=C\C2CCCCC2)C(=O)Nc2ncc(Br)s2)cc1C(F)(F)F,5,≥7.5（EC50 ≤ 32 nM）,8.4,8.4,4.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)C(=CC1CCCCC1)c1ccccc1,4,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL1258321,,,CS(=O)(=O)c1ccc(/C(=C\C2CCCCCC2)C(=O)Nc2ncc(Br)s2)cc1,6,≥7.5（EC50 ≤ 32 nM）,8.4,8.4,4.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)C(=CC1CCCCCC1)c1ccccc1,3,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3235148,,,CCNC(=O)Cc1csc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(-c3ncccc3C)c2)n1,9,≥7.5（EC50 ≤ 32 nM）,8.3,8.3,5.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nccs1)c1cc(Oc2ccccc2)cc(-c2ccccn2)c1,11,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577715,,,COC[C@H](C)Oc1cc(C#CCOC2CCCCO2)cc(C(=O)Nc2ccn(C)n2)c1,12,≥7.5（EC50 ≤ 32 nM）,8.22,8.22,6.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#CCOC2CCCCO2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577727,,,COC[C@H](C)Oc1cc(C#Cc2cccc(NCCN(C)C)c2)cc(C(=O)Nc2ccn(C)n2)c1,13,≥7.5（EC50 ≤ 32 nM）,8.22,8.22,6.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#Cc2ccccc2)c1,10,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577728,,,COC[C@H](C)Oc1cc(C#Cc2cccc(NCCN3CCCC3)c2)cc(C(=O)Nc2ccn(C)n2)c1,14,≥7.5（EC50 ≤ 32 nM）,8.22,8.22,6.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#Cc2cccc(NCCN3CCCC3)c2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577729,,,COC[C@H](C)Oc1cc(C#Cc2cccc(NCCN3CCCCC3)c2)cc(C(=O)Nc2ccn(C)n2)c1,15,≥7.5（EC50 ≤ 32 nM）,8.22,8.22,6.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#Cc2cccc(NCCN3CCCCC3)c2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577735,,,COC[C@H](C)Oc1cc(C#Cc2cccc(OCCN3CCCC3)c2)cc(C(=O)Nc2ccn(C)n2)c1,16,≥7.5（EC50 ≤ 32 nM）,8.22,8.22,6.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#Cc2cccc(OCCN3CCCC3)c2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577736,,,COC[C@H](C)Oc1cc(C#Cc2cccc(OCCN3CCCCC3)c2)cc(C(=O)Nc2ccn(C)n2)c1,19,≥7.5（EC50 ≤ 32 nM）,8.15,8.15,7.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#Cc2cccc(OCCN3CCCCC3)c2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL1257390,,,CS(=O)(=O)c1ccc(/C(=C\C2CCCC2)C(=O)Nc2ncc(Br)s2)cc1,20,≥7.5（EC50 ≤ 32 nM）,8.1,8.1,8.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)C(=CC1CCCC1)c1ccccc1,10,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577732,,,COC[C@H](C)Oc1cc(C#Cc2cccc(NCCn3ccnc3C)c2)cc(C(=O)Nc2ccn(C)n2)c1,23,≥7.5（EC50 ≤ 32 nM）,8.05,8.05,9.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#Cc2cccc(NCCn3ccnc3)c2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3895061,,,COC(=O)CCc1cnc(-c2cc3cc(Oc4ccc(S(C)(=O)=O)cc4)c(C4CCC(=O)N4C)cc3[nH]2)s1,24,≥7.5（EC50 ≤ 32 nM）,8.05,8.05,8.9,activation_by_potency,FALSE,,,弱,1,1,,O=C1CCC(c2cc3[nH]c(-c4nccs4)cc3cc2Oc2ccccc2)N1,5,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,TRUE,MK-0941,CHEMBL3580737,MK-0941 FREE BASE,2,CCS(=O)(=O)c1ccc(Oc2cc(O[C@@H](C)CO)cc(C(=O)Nc3ccn(C)n3)c2)cn1,25,≥7.5（EC50 ≤ 32 nM）,8.02,8.02,9.5,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2cccnc2)c1,2,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL1258435,,,Cc1nnnn1-c1ccc(/C(=C\C2CCCCCC2)C(=O)Nc2ncc(Br)s2)cc1Cl,31,≥7.5（EC50 ≤ 32 nM）,7.92,7.92,12.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)C(=CC1CCCCCC1)c1ccc(-n2cnnn2)cc1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577720,,,COC[C@H](C)Oc1cc(C#Cc2ccc3[nH]ccc3c2)cc(C(=O)Nc2ccn(C)n2)c1,32,≥7.5（EC50 ≤ 32 nM）,7.92,7.92,12.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#Cc2ccc3[nH]ccc3c2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3977813,,,COC(=O)CCc1ccc(-c2cc3cc(Oc4ccc(C(=O)N5CCC5)nc4)c(C4CCCN4C(C)=O)cc3[nH]2)nc1,35,≥7.5（EC50 ≤ 32 nM）,7.86,7.86,13.9,activation_by_potency,FALSE,,,弱,1,1,,O=C(c1ccc(Oc2cc3cc(-c4ccccn4)[nH]c3cc2C2CCCN2)cn1)N1CCC1,2,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3358432,,,CCc1ncccc1Oc1cc(CC2CCCCC2)cnc1NC(=O)NC,36,≥7.5（EC50 ≤ 32 nM）,7.85,7.85,14.0,activation_by_potency,FALSE,,,中,2,1,,c1cncc(Oc2cncc(CC3CCCCC3)c2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577737,,,COC[C@H](C)Oc1cc(C#Cc2cccc(OCCN3CCOCC3)c2)cc(C(=O)Nc2ccn(C)n2)c1,40,≥7.5（EC50 ≤ 32 nM）,7.8,7.8,16.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#Cc2cccc(OCCN3CCOCC3)c2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL205816,,,CC(C)Oc1cc(O[C@@H](C)Cc2ccccc2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,42,≥7.5（EC50 ≤ 32 nM）,7.7,7.7,20.0,activation_by_potency,FALSE,,,强,2,2,1 条 potential_duplicate,O=C(Nc1ccccn1)c1cccc(OCCc2ccccc2)c1,10,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577730,,,COC[C@H](C)Oc1cc(C#Cc2cccc(NCCN3CCOCC3)c2)cc(C(=O)Nc2ccn(C)n2)c1,43,≥7.5（EC50 ≤ 32 nM）,7.7,7.7,20.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#Cc2cccc(NCCN3CCOCC3)c2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL4639271,,,CCc1csc(Nc2ncc(Sc3ccncc3)cc2Oc2ccccc2)n1,44,≥7.5（EC50 ≤ 32 nM）,7.7,7.7,20.0,activation_by_potency,FALSE,,,弱,1,1,,c1ccc(Oc2cc(Sc3ccncc3)cnc2Nc2nccs2)cc1,6,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL4648642,,,CN(C)CC(=O)N1CCC(c2nsc(Nc3ncc(Sc4ccccn4)cc3Oc3ccccc3)n2)CC1,45,≥7.5（EC50 ≤ 32 nM）,7.7,7.7,20.0,activation_by_potency,FALSE,,,弱,1,1,,c1ccc(Oc2cc(Sc3ccccn3)cnc2Nc2nc(C3CCNCC3)ns2)cc1,8,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL4646802,,,c1ccc(Oc2cc(Sc3ccccn3)cnc2Nc2nc(C3CCOC3)ns2)cc1,50,≥7.5（EC50 ≤ 32 nM）,7.68,7.68,21.0,activation_by_potency,FALSE,,,弱,1,1,,c1ccc(Oc2cc(Sc3ccccn3)cnc2Nc2nc(C3CCOC3)ns2)cc1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3217925,,,C[C@@H](CO)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2ccn(C)n2)c1,52,≥7.5（EC50 ≤ 32 nM）,7.655,7.79,16.2,activation_by_potency,FALSE,,,强,2,2,,O=C(Nc1cc[nH]n1)c1cccc(Oc2ccc(C(=O)N3CCC3)cc2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3580740,,,Cc1cnc(NC(=O)c2cc(Oc3ccc(C(=O)N(C)C)nc3)c3c(c2)OC(C)(CO)C3)cn1,54,≥7.5（EC50 ≤ 32 nM）,7.62,7.62,24.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1cnccn1)c1cc2c(c(Oc3cccnc3)c1)CCO2,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL1258205,,,Cc1nnnn1-c1ccc(/C(=C\C2CCCCC2)C(=O)Nc2nccs2)cc1Cl,57,≥7.5（EC50 ≤ 32 nM）,7.6,7.6,25.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)C(=CC1CCCCC1)c1ccc(-n2cnnn2)cc1,2,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577718,,,COC[C@H](C)Oc1cc(C#CCSC2CCCC2)cc(C(=O)Nc2ccn(C)n2)c1,58,≥7.5（EC50 ≤ 32 nM）,7.6,7.6,25.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#CCSC2CCCC2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3218477,,,Cn1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)c(F)c3)c3c(c2)OC(C)(C)C3)n1,62,≥7.5（EC50 ≤ 32 nM）,7.575,7.58,26.0,activation_by_potency,FALSE,,,强,2,2,1 条 potential_duplicate,O=C(Nc1cc[nH]n1)c1cc2c(c(Oc3ccc(C(=O)N4CCC4)cc3)c1)CCO2,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,TRUE,AZD-1656,CHEMBL3219124,AZD-1656,2,COC[C@H](C)Oc1cc(Oc2cnc(C(=O)N3CCC3)cn2)cc(C(=O)Nc2cnc(C)cn2)c1,66,≥7.5（EC50 ≤ 32 nM）,7.55,7.55,28.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1cnccn1)c1cccc(Oc2cnc(C(=O)N3CCC3)cn2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL1778357,,,COC[C@H](C)Oc1cc(O[C@@H](C)Cc2ccc(Cl)o2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,70,≥7.5（EC50 ≤ 32 nM）,7.52,7.52,30.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cccc(OCCc2ccco2)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3577721,,,COC[C@H](C)Oc1cc(C#Cc2ccc3c(c2)OCO3)cc(C(=O)Nc2ccn(C)n2)c1,72,≥7.5（EC50 ≤ 32 nM）,7.52,7.52,30.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#Cc2ccc3c(c2)OCO3)c1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL3580738,,,Cc1ccc(NC(=O)c2cc(Oc3ccc(C(=O)N4CCC4)c(F)c3)c3c(c2)OC(C)(CO)C3)nc1,79,7.0–7.5（32–100 nM）,7.475,8.03,9.4,activation_by_potency,FALSE,,,弱,1,1,跨 assay 效力分歧（极差 1.11）,O=C(Nc1ccccn1)c1cc2c(c(Oc3ccc(C(=O)N4CCC4)cc3)c1)CCO2,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL5267943,,,O=C(O)c1ccc(Oc2cnc(NC(=O)[C@H](Oc3ccc(F)cc3F)c3ccc(S(=O)(=O)C4CC4)cc3)s2)cc1,81,7.0–7.5（32–100 nM）,7.47,7.47,34.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(Oc1ccccc1)c1ccc(S(=O)(=O)C2CC2)cc1,6,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL573292,,,CCCN(CCC)S(=O)(=O)c1ccc(C(CC2CCCC2)C(=O)Nc2nc3ccc(OC)nc3s2)cc1,82,7.0–7.5（32–100 nM）,7.46,7.46,35.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccccc1,11,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL1257977,,,CS(=O)(=O)c1ccc(/C(=C\C2CCCCC2)C(=O)Nc2cc(Br)ccn2)cc1C(F)(F)F,83,7.0–7.5（32–100 nM）,7.44,7.44,36.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)C(=CC1CCCCC1)c1ccccc1,1,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL1258768,,,CS(=O)(=O)c1ccc(/C(=C\CC2CCCC2)C(=O)Nc2nccs2)cc1C(F)(F)F,86,7.0–7.5（32–100 nM）,7.43,7.43,37.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)C(=CCC1CCCC1)c1ccccc1,2,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL551648,,,O=C(Nc1nccs1)c1nc(Sc2nnc[nH]2)ccc1Sc1ccccc1,89,7.0–7.5（32–100 nM）,7.42,7.42,38.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)c1nc(Sc2nnc[nH]2)ccc1Sc1ccccc1,11,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL1257865,,,Cc1nnnn1-c1ccc(/C(=C\C2CCCC2)C(=O)Nc2nccs2)cc1Cl,93,7.0–7.5（32–100 nM）,7.4,7.4,40.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)C(=CC1CCCC1)c1ccc(-n2cnnn2)cc1,2,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL1778366,,,COC[C@H](C)Oc1cc(Oc2cccc(OC)c2)cc(C(=O)Nc2ccc(C(=O)O)cn2)c1,95,7.0–7.5（32–100 nM）,7.4,7.4,40.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)c1cccc(Oc2ccccc2)c1,11,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL4641678,,,O=C(Nc1ncc(Cl)s1)/C(=N/N1CCCC1)c1ccc(S(=O)(=O)C2CC2)cc1,99,7.0–7.5（32–100 nM）,7.39,7.39,41.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nccs1)C(=NN1CCCC1)c1ccc(S(=O)(=O)C2CC2)cc1,3,TRUE
P2,次批：效力 ≥7.0，骨架代表，方向靠 EC50 推定，需先确认方向,FALSE,,CHEMBL4531223,,,CNC(=O)Nc1cc(Oc2cncc(C)c2)c(-c2ccc(OC[C@H](C)O)nc2)cn1,106,7.0–7.5（32–100 nM）,7.35,7.35,45.0,activation_by_potency,FALSE,,,中,3,1,,c1cncc(Oc2ccncc2-c2cccnc2)c1,11,TRUE
