priority,priority_note,is_positive_control,control_name,molecule_chembl_id,molecule_pref_name,max_phase,canonical_smiles,rank_overall,potency_band,pactivity_median,pactivity_max,potency_nm_min,direction,has_efficacy_corroboration,efficacy_fold_max,efficacy_pct_max,evidence_level,n_assays,n_docs,flags,murcko_scaffold,scaffold_cluster_size,is_scaffold_representative
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2408128,,,COC[C@H](C)Oc1cc(Oc2cnc(C(=O)N(C)C)cn2)cc(-c2nccc(=O)[nH]2)c1,421,6.5–7.0（0.1–0.32 µM）,6.7,6.7,200.0,activation_by_potency,FALSE,,,中,3,1,,O=c1ccnc(-c2cccc(Oc3cnccn3)c2)[nH]1,2,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3091581,,,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCC2)n2cnc(S(=O)(=O)C3CCC3)c2)nc1,422,6.5–7.0（0.1–0.32 µM）,6.7,6.7,201.0,activation_by_potency,FALSE,1.35,,中,3,1,,O=C(Nc1ccccn1)C(CC1CCCC1)n1cnc(S(=O)(=O)C2CCC2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3971914,,,O=C(O)c1cccc(Oc2cnc(NC(=O)C(O[C@H]3CCOC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)c1,430,6.5–7.0（0.1–0.32 µM）,6.7,6.7,200.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(OC1CCOC1)c1ccc(S(=O)(=O)C2CC2)cc1,3,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL4091218,,,NC(=O)c1cccnc1NC(=O)C(CC1CCOCC1)n1ncc2c(S(=O)(=O)C3CC3)cccc21,431,6.5–7.0（0.1–0.32 µM）,6.7,6.7,200.0,activation,TRUE,,38.0,中,2,1,,O=C(Nc1ccccn1)C(CC1CCOCC1)n1ncc2c(S(=O)(=O)C3CC3)cccc21,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL4204808,,,COCC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)nc2)cc(C(=O)Nc2nc3c(s2)CN(C(=O)OC(C)(C)C)CC3)c1,433,6.5–7.0（0.1–0.32 µM）,6.7,6.7,200.0,activation,TRUE,4.07,,中,2,1,,O=C(Nc1nc2c(s1)CNCC2)c1cccc(Oc2cccnc2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL596020,,,CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2CN2CCCS2(=O)=O)cc1,435,6.5–7.0（0.1–0.32 µM）,6.695,7.05,90.0,activation,TRUE,0.8,,中,4,1,,O=S1(=O)CCCN1Cc1cc2[nH]c(-c3ccccn3)nc2cc1Oc1ccccc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2430857,,,Cc1csc(Nc2ncc(Sc3ccccc3)cc2OCc2ccccc2)n1,441,6.5–7.0（0.1–0.32 µM）,6.68,6.68,208.0,activation_by_potency,FALSE,,,中,2,1,,c1ccc(COc2cc(Sc3ccccc3)cnc2Nc2nccs2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL4217013,,,COCC(C)Oc1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc3c(s2)CN(c2ccncc2)CC3)c1,444,6.5–7.0（0.1–0.32 µM）,6.68,6.68,210.0,activation,TRUE,2.97,,中,2,1,,O=C(Nc1nc2c(s1)CN(c1ccncc1)CC2)c1cccc(Oc2ccccc2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL574881,,,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NCc4ccncc4)cc3)sc2n1,445,6.5–7.0（0.1–0.32 µM）,6.68,6.68,207.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccc(S(=O)(=O)NCc2ccncc2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3235150,,,Cc1cccnc1-c1cc(Oc2ccc(S(C)(=O)=O)cc2)cc(C(=O)Nc2nc(CN3CCOCC3)cs2)c1,449,6.5–7.0（0.1–0.32 µM）,6.67,6.67,212.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nc(CN2CCOCC2)cs1)c1cc(Oc2ccccc2)cc(-c2ccccn2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL4561645,,,CNC(=O)Nc1cc(Oc2c(F)cccc2F)c(C2CC2)cn1,451,6.5–7.0（0.1–0.32 µM）,6.665,7.42,38.0,activation_by_potency,FALSE,,,中,4,1,跨 assay 效力分歧（极差 1.51）,c1ccc(Oc2ccncc2C2CC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3954336,,,O=C(O)c1cc(-c2ccc(Oc3cnc(NC(=O)C(OC4CCOCC4)c4ccc(S(=O)(=O)C5CC5)cc4)s3)cc2)no1,457,6.5–7.0（0.1–0.32 µM）,6.66,6.66,220.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccc(-c3ccon3)cc2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL594382,,,CCS(=O)(=O)c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2Cn2ccnc2)cc1,462,6.5–7.0（0.1–0.32 µM）,6.645,6.92,120.0,activation,TRUE,1.03,,中,4,1,,c1ccc(Oc2cc3nc(-c4ccccn4)[nH]c3cc2Cn2ccnc2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL4469348,,,CNC(=O)Nc1cc(Oc2cncc(OC)c2)c(C2=CCCOC2)cn1,463,6.5–7.0（0.1–0.32 µM）,6.645,6.89,130.0,activation_by_potency,FALSE,0.99,,中,4,1,,C1=C(c2cnccc2Oc2cccnc2)COCC1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2204662,,,CCn1cc2c(Oc3cnc(C(=O)N(C)C)c(F)c3)cc(C(=O)Nc3cnc(C)cn3)cc2n1,465,6.5–7.0（0.1–0.32 µM）,6.64,6.64,230.0,activation_by_potency,FALSE,,,中,3,1,,O=C(Nc1cnccn1)c1cc(Oc2cccnc2)c2c[nH]nc2c1,2,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2408118,,,CC(C)Oc1cc(Oc2cnc(C(=O)N(C)C)c(F)c2)cc(-c2nccc(=O)[nH]2)c1,466,6.5–7.0（0.1–0.32 µM）,6.64,6.64,230.0,activation_by_potency,FALSE,,,中,3,1,,O=c1ccnc(-c2cccc(Oc3cccnc3)c2)[nH]1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2430858,,,Cc1csc(Nc2ncc(Sc3ccccn3)cc2OCc2ccccc2)n1,468,6.5–7.0（0.1–0.32 µM）,6.64,6.64,231.0,activation_by_potency,FALSE,,,中,2,1,,c1ccc(COc2cc(Sc3ccccn3)cnc2Nc2nccs2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3091583,,,O=C(O)c1ccc(NC(=O)[C@H](CC2CCCCC2)n2cnc(S(=O)(=O)C3CCC3)c2)nc1,469,6.5–7.0（0.1–0.32 µM）,6.64,6.64,227.0,activation_by_potency,FALSE,1.25,,中,3,1,,O=C(Nc1ccccn1)C(CC1CCCCC1)n1cnc(S(=O)(=O)C2CCC2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL4211616,,,COCC(C)Oc1cc(Oc2ccc(S(=O)(=O)C3CC3)cc2)cc(C(=O)Nc2nc3c(s2)CN(C(=O)OC(C)(C)C)CC3)c1,472,6.5–7.0（0.1–0.32 µM）,6.64,6.64,230.0,activation,TRUE,3.12,,中,2,1,,O=C(Nc1nc2c(s1)CNCC2)c1cccc(Oc2ccc(S(=O)(=O)C3CC3)cc2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL549417,,,CS(=O)(=O)c1ccc(Oc2cc(OC3CCOCC3)cc(C(=O)Nc3nccs3)c2)cc1,474,6.5–7.0（0.1–0.32 µM）,6.63,6.92,120.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1nccs1)c1cc(Oc2ccccc2)cc(OC2CCOCC2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2430859,,,Cc1csc(Nc2ncc(SCc3ccccc3)cc2OCc2ccccc2)n1,475,6.5–7.0（0.1–0.32 µM）,6.63,6.63,235.0,activation_by_potency,FALSE,,,中,2,1,,c1ccc(COc2cc(SCc3ccccc3)cnc2Nc2nccs2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL5085491,,,CCOP(=O)(Cn1ccc(NC(=O)c2cc(Oc3cnc(S(C)(=O)=O)nc3)cc(OC(C)C)c2)n1)OCC,476,6.5–7.0（0.1–0.32 µM）,6.63,6.63,234.0,activation,TRUE,,217.0,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(Oc2cncnc2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2430853,,,CC(C)c1csc(Nc2ncc(Br)cc2OCc2ccccc2)n1,482,6.5–7.0（0.1–0.32 µM）,6.62,6.62,240.0,activation_by_potency,FALSE,,,中,2,1,,c1ccc(COc2cccnc2Nc2nccs2)cc1,9,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL5290632,,,O=C(O)c1ccc(Oc2cnc(NC(=O)C(Oc3ccc(F)cc3F)c3ccc(S(=O)(=O)N4CCCC4)cc3)s2)cc1,484,6.5–7.0（0.1–0.32 µM）,6.62,6.62,240.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(Oc1ccccc1)c1ccc(S(=O)(=O)N2CCCC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL489710,,,Cn1cnnc1Sc1ccc(N)c(C(=O)Nc2ncns2)c1,485,6.5–7.0（0.1–0.32 µM）,6.615,6.92,120.0,activation,TRUE,8.0,,中,4,1,,O=C(Nc1ncns1)c1cccc(Sc2nnc[nH]2)c1,2,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2346883,,,O=C(Nc1nccs1)C(CC1CCCCC1)N1CCN(S(=O)(=O)C2CC2)CC1=O,488,6.5–7.0（0.1–0.32 µM）,6.6,6.6,250.0,activation,TRUE,,64.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCCCC1)N1CCN(S(=O)(=O)C2CC2)CC1=O,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL1783760,,,Cn1ccc(NC(=O)[C@H](CC2CCCC2)n2ccc(S(=O)(=O)C3CCC3)cc2=O)n1,495,6.5–7.0（0.1–0.32 µM）,6.58,6.58,260.0,activation_by_potency,FALSE,,67.0,中,2,1,,O=C(Nc1cc[nH]n1)C(CC1CCCC1)n1ccc(S(=O)(=O)C2CCC2)cc1=O,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3218489,,,Cc1cnc(NC(=O)c2cc(Oc3cnc(C(=O)N4CCCCC4)cn3)c3cc(C)oc3c2)cn1,497,6.5–7.0（0.1–0.32 µM）,6.58,6.58,261.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1cnccn1)c1cc(Oc2cnc(C(=O)N3CCCCC3)cn2)c2ccoc2c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL575091,,,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)N(C)Cc4ccccc4)cc3)sc2n1,499,6.5–7.0（0.1–0.32 µM）,6.58,6.58,263.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccc(S(=O)(=O)NCc2ccccc2)cc1,2,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL575303,,,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NC4CC4)cc3)sc2n1,500,6.5–7.0（0.1–0.32 µM）,6.58,6.58,266.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccc(S(=O)(=O)NC2CC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3971630,,,COC(=O)CCc1ccc(-c2cc3cc(Sc4ccccn4)c(C4CCC(=O)N4C)cc3[nH]2)nc1,509,6.5–7.0（0.1–0.32 µM）,6.55,6.8,157.3,activation_by_potency,FALSE,,,弱,1,1,,O=C1CCC(c2cc3[nH]c(-c4ccccn4)cc3cc2Sc2ccccn2)N1,2,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3338155,,,CNC(=O)Nc1ncc(SC2CCOCC2)cc1Oc1cccnc1C,510,6.5–7.0（0.1–0.32 µM）,6.55,6.63,233.0,activation_by_potency,FALSE,,,中,3,1,,c1cncc(Oc2cncc(SC3CCOCC3)c2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2165626,,,O=C(Nc1ccc(-c2nnn[nH]2)cn1)[C@H](CC1CCCC1)n1cnc(C(F)(F)F)c1,511,6.5–7.0（0.1–0.32 µM）,6.55,6.55,284.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccc(-c2nnn[nH]2)cn1)C(CC1CCCC1)n1ccnc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3358889,,,CCn1nccc1Oc1cc(C[C@H]2C[C@](C)(O)C2)cnc1NC(=O)NC,514,6.5–7.0（0.1–0.32 µM）,6.55,6.55,280.0,activation_by_potency,FALSE,,,弱,1,1,,c1cc(Oc2cncc(CC3CCC3)c2)[nH]n1,4,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL5287945,,,O=C(O)c1ccc(Oc2cnc(NC(=O)C(Oc3ccc(F)cc3F)c3ccc(S(=O)(=O)N4CCCCC4)cc3)s2)cc1,515,6.5–7.0（0.1–0.32 µM）,6.55,6.55,280.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(Oc1ccccc1)c1ccc(S(=O)(=O)N2CCCCC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3218730,,,O=C(Nc1ncc(-c2cn(CCOCc3ccccc3)nn2)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,517,6.5–7.0（0.1–0.32 µM）,6.54,6.54,290.0,activation,TRUE,1.32,,中,2,1,,O=C(Nc1ncc(-c2cn(CCOCc3ccccc3)nn2)s1)C(CC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3358433,,,CCc1ncccc1Oc1cc(CC2CCOCC2)cnc1NC(=O)NC,518,6.5–7.0（0.1–0.32 µM）,6.54,6.54,290.0,activation_by_potency,FALSE,,,中,2,1,,c1cncc(Oc2cncc(CC3CCOCC3)c2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3915099,,,O=C(O)c1cncc(Oc2cnc(NC(=O)C(OC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)c1,519,6.5–7.0（0.1–0.32 µM）,6.54,6.54,290.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2cccnc2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL4213613,,,COC[C@H](C)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2nc3c(s2)CN(c2ccccn2)CC3)c1,520,6.5–7.0（0.1–0.32 µM）,6.54,6.54,290.0,activation,TRUE,1.92,,中,2,1,,O=C(Nc1nc2c(s1)CN(c1ccccn1)CC2)c1cccc(Oc2ccc(C(=O)N3CCC3)cc2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3577717,,,COC[C@H](C)Oc1cc(C#CCNc2ncccn2)cc(C(=O)Nc2ccn(C)n2)c1,527,6.5–7.0（0.1–0.32 µM）,6.52,6.52,301.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cccc(C#CCNc2ncccn2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3965982,,,O=C(O)c1cnn(-c2cnc(NC(=O)C(OC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)s2)c1,528,6.5–7.0（0.1–0.32 µM）,6.52,6.52,300.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(-n2cccn2)s1)C(OC1CCOCC1)c1ccc(S(=O)(=O)C2CC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL4204346,,,COC[C@H](C)Oc1cc(Oc2ccc(C(=O)N3CCC3)cc2)cc(C(=O)Nc2nc3c(s2)CN(c2cc[nH]c(=O)c2)CC3)c1,529,6.5–7.0（0.1–0.32 µM）,6.52,6.52,300.0,activation,TRUE,2.13,,中,2,1,,O=C(Nc1nc2c(s1)CN(c1cc[nH]c(=O)c1)CC2)c1cccc(Oc2ccc(C(=O)N3CCC3)cc2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL4538137,,,CNC(=O)Nc1cc(Oc2cccc(Cl)c2F)ccn1,530,6.5–7.0（0.1–0.32 µM）,6.52,6.52,300.0,activation_by_potency,FALSE,,,中,2,1,,c1ccc(Oc2ccncc2)cc1,6,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL575529,,,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NC4CCCCC4)cc3)sc2n1,531,6.5–7.0（0.1–0.32 µM）,6.52,6.52,302.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccc(S(=O)(=O)NC2CCCCC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL575736,,,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NC4CCOCC4)cc3)sc2n1,532,6.5–7.0（0.1–0.32 µM）,6.52,6.52,305.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccc(S(=O)(=O)NC2CCOCC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL1165042,,,CC(C)c1csc(NC(=O)C(CC2CCOCC2)c2ccc(S(C)(=O)=O)cc2)n1,533,6.5–7.0（0.1–0.32 µM）,6.51,6.51,310.0,activation,TRUE,2.49,,中,2,1,,O=C(Nc1nccs1)C(CC1CCOCC1)c1ccccc1,11,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2204659,,,CCCn1cc2c(Oc3ccc(S(C)(=O)=O)cc3)cc(C(=O)Nc3cnc(C)cn3)cc2n1,534,6.5–7.0（0.1–0.32 µM）,6.51,6.51,310.0,activation_by_potency,FALSE,,,中,3,1,,O=C(Nc1cnccn1)c1cc(Oc2ccccc2)c2c[nH]nc2c1,9,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2346892,,,O=C(Nc1ncc(F)s1)[C@H](CC1CCCCC1)n1cnc2cc(S(=O)(=O)C3CCCC3)ccc2c1=O,536,6.5–7.0（0.1–0.32 µM）,6.51,6.51,310.0,activation,TRUE,,72.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCCCC1)n1cnc2cc(S(=O)(=O)C3CCCC3)ccc2c1=O,2,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL5282187,,,O=C(O)c1ccc(Oc2cnc(NC(=O)C(Oc3ccc(F)cc3F)c3ccc(S(=O)(=O)C4CCOCC4)cc3)s2)cc1,537,6.5–7.0（0.1–0.32 µM）,6.51,6.51,310.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(Oc1ccccc1)c1ccc(S(=O)(=O)C2CCOCC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3221515,,,O=C(Nc1ccc(Cl)cn1)[C@H](CN1CC(O)C1)Oc1ncnc2c1cnn2-c1ncccc1Cl,545,6.5–7.0（0.1–0.32 µM）,6.5,6.5,316.23,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ccccn1)C(CN1CCC1)Oc1ncnc2c1cnn2-c1ccccn1,2,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3235164,,,COCCOCn1ccc(NC(=O)c2cc(Oc3ccc(S(C)(=O)=O)cc3)cc(-c3ncccc3C)c2)n1,547,6.5–7.0（0.1–0.32 µM）,6.5,6.5,315.0,activation_by_potency,FALSE,,,中,2,1,,O=C(Nc1cc[nH]n1)c1cc(Oc2ccccc2)cc(-c2ccccn2)c1,4,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL575725,,,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)Nc4cccnc4)cc3)sc2n1,551,6.0–6.5（0.32–1 µM）,6.49,6.49,323.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccc(S(=O)(=O)Nc2cccnc2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3218500,,,Cc1cc2c(Oc3cnc(C(=O)N(C)C)cn3)cc(C(=O)Nc3ccn(C)n3)cc2o1,554,6.0–6.5（0.32–1 µM）,6.48,6.48,331.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1cc[nH]n1)c1cc(Oc2cnccn2)c2ccoc2c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL5287339,,,O=C(O)c1ccc(Oc2cnc(NC(=O)C(Oc3ccc(F)cc3F)c3ccc(S(=O)(=O)N4CCOCC4)cc3)s2)cc1,557,6.0–6.5（0.32–1 µM）,6.48,6.48,330.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1ncc(Oc2ccccc2)s1)C(Oc1ccccc1)c1ccc(S(=O)(=O)N2CCOCC2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL4436344,,,CNC(=O)Nc1cc(Oc2c(F)cccc2F)c(-c2ccccc2)cn1,563,6.0–6.5（0.32–1 µM）,6.46,7.3,50.0,activation_by_potency,FALSE,,,中,4,1,跨 assay 效力分歧（极差 1.68）,c1ccc(Oc2ccncc2-c2ccccc2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3358436,,,CCn1nccc1Oc1cc(CC2CCOCC2)cnc1NC(=O)NC,566,6.0–6.5（0.32–1 µM）,6.46,6.46,350.0,activation_by_potency,FALSE,,,中,2,1,,c1cc(Oc2cncc(CC3CCOCC3)c2)[nH]n1,6,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL451084,,,CCSc1ccc(N)c(C(=O)Nc2nc(C)cs2)c1,570,6.0–6.5（0.32–1 µM）,6.43,6.75,180.0,activation,TRUE,8.0,,中,4,1,,O=C(Nc1nccs1)c1ccccc1,7,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3338077,,,CNC(=O)Nc1ncc(SCC2CCOCC2)cc1Oc1cccnc1C,571,6.0–6.5（0.32–1 µM）,6.43,6.5,317.0,activation_by_potency,FALSE,,,中,3,1,,c1cncc(Oc2cncc(SCC3CCOCC3)c2)c1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3358435,,,CCn1nccc1Oc1cc(CCCC(C)(C)O)cnc1NC(=O)NC,572,6.0–6.5（0.32–1 µM）,6.43,6.43,370.0,activation_by_potency,FALSE,,,中,2,1,,c1cncc(Oc2ccn[nH]2)c1,2,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL483818,,,Cc1csc(NC(=O)c2cc(Oc3ccccc3)cc(Oc3ccc(S(C)(=O)=O)cc3)c2)n1,573,6.0–6.5（0.32–1 µM）,6.42,6.46,350.0,activation_by_potency,FALSE,,,中,4,1,,O=C(Nc1nccs1)c1cc(Oc2ccccc2)cc(Oc2ccccc2)c1,3,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL577785,,,COc1ccc2nc(NC(=O)C(CC3CCCC3)c3ccc(S(=O)(=O)NCc4cccnc4)cc3)sc2n1,575,6.0–6.5（0.32–1 µM）,6.42,6.42,377.0,activation_by_potency,FALSE,,,弱,1,1,,O=C(Nc1nc2cccnc2s1)C(CC1CCCC1)c1ccc(S(=O)(=O)NCc2cccnc2)cc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL3338071,,,CCn1nccc1Oc1cc(Sc2ccccn2)cnc1NC(=O)NC,576,6.0–6.5（0.32–1 µM）,6.415,6.5,319.0,activation_by_potency,FALSE,,,中,3,1,,c1ccc(Sc2cncc(Oc3ccn[nH]3)c2)nc1,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL2346875,,,O=C(Nc1nccs1)[C@H](CC1CCCCC1)N1CCN(S(=O)(=O)Cc2ccccc2)CC1=O,583,6.0–6.5（0.32–1 µM）,6.4,6.4,400.0,activation,TRUE,,25.0,中,2,1,,O=C(Nc1nccs1)C(CC1CCCCC1)N1CCN(S(=O)(=O)Cc2ccccc2)CC1=O,1,TRUE
P3,储备：效力 6.0–7.0，骨架代表，作结构起点,FALSE,,CHEMBL4645486,,,Cc1csc(Nc2ncc(Br)cc2Oc2ccccc2)n1,587,6.0–6.5（0.32–1 µM）,6.4,6.4,400.0,activation_by_potency,FALSE,,,弱,1,1,,c1ccc(Oc2cccnc2Nc2nccs2)cc1,4,TRUE
