molecule_chembl_id,molecule_pref_name,assay_chembl_id,activity_id,standard_type,standard_relation,standard_value,standard_units,pchembl_value,metric_role,metric_scale,value_nm,pactivity,role_rule,glucose_mM_parsed,activity_comment,potential_duplicate,doc_chembl_id,doc_year,src_short_name,assay_description
CHEMBL3338061,,CHEMBL3384775,15085963,Vmax,=,77,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338062,,CHEMBL3384773,15085946,EC50,>,50000,nM,,potency,concentration,50000.0,,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338062,,CHEMBL3384774,15085920,EC50,,,,,unclassified,,,,EC50 缺少浓度单位（units=None），无法作为效力,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338062,,CHEMBL3384775,15085964,Vmax,,,,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338063,,CHEMBL3384773,15085945,EC50,=,2120,nM,5.67,potency,concentration,2120.0,5.67,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338063,,CHEMBL3384774,15085919,EC50,=,2840,nM,5.55,potency,concentration,2840.0,5.55,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338063,,CHEMBL3384775,15085965,Vmax,=,66,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338064,,CHEMBL3384773,15085944,EC50,=,1620,nM,5.79,potency,concentration,1620.0,5.79,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338064,,CHEMBL3384774,15085918,EC50,=,3990,nM,5.4,potency,concentration,3990.0,5.4,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338064,,CHEMBL3384775,15085966,Vmax,=,72,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338065,,CHEMBL3384773,15085943,EC50,=,758,nM,6.12,potency,concentration,758.0,6.12,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338065,,CHEMBL3384774,15085917,EC50,=,1970,nM,5.71,potency,concentration,1970.0,5.71,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338065,,CHEMBL3384775,15085967,Vmax,=,75,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338066,,CHEMBL3384773,15085942,EC50,=,952,nM,6.02,potency,concentration,952.0,6.02,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338066,,CHEMBL3384774,15085916,EC50,=,1160,nM,5.94,potency,concentration,1160.0,5.94,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338066,,CHEMBL3384775,15085968,Vmax,=,73,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338067,,CHEMBL3384773,15085941,EC50,=,393,nM,6.41,potency,concentration,393.0,6.41,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338067,,CHEMBL3384774,15085915,EC50,=,5850,nM,5.23,potency,concentration,5850.0,5.23,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338067,,CHEMBL3384775,15085969,Vmax,=,84,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338068,,CHEMBL3384773,15085940,EC50,=,276,nM,6.56,potency,concentration,276.0,6.56,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338068,,CHEMBL3384774,15085914,EC50,=,2830,nM,5.55,potency,concentration,2830.0,5.55,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338068,,CHEMBL3384775,15085970,Vmax,=,68,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338069,,CHEMBL3384773,15085939,EC50,=,172,nM,6.76,potency,concentration,172.0,6.76,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338069,,CHEMBL3384774,15085913,EC50,=,1530,nM,5.82,potency,concentration,1530.0,5.82,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338069,,CHEMBL3384775,15085971,Vmax,=,66,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338070,,CHEMBL3384773,15085938,EC50,=,262,nM,6.58,potency,concentration,262.0,6.58,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338070,,CHEMBL3384774,15085912,EC50,=,1853,nM,5.73,potency,concentration,1853.0,5.73,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338070,,CHEMBL3384775,15085972,Vmax,=,74,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338071,,CHEMBL3384773,15085937,EC50,=,319,nM,6.5,potency,concentration,319.0,6.5,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338071,,CHEMBL3384774,15085911,EC50,=,472,nM,6.33,potency,concentration,472.0,6.33,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338071,,CHEMBL3384775,15085973,Vmax,=,90,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338072,,CHEMBL3384773,15085936,EC50,=,2241,nM,5.65,potency,concentration,2241.0,5.65,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338072,,CHEMBL3384774,15085910,EC50,=,345,nM,6.46,potency,concentration,345.0,6.46,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338072,,CHEMBL3384775,15085974,Vmax,=,53,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338073,,CHEMBL3384773,15085935,EC50,=,3093,nM,5.51,potency,concentration,3093.0,5.51,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338073,,CHEMBL3384774,15085909,EC50,=,9295,nM,5.03,potency,concentration,9295.0,5.03,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338073,,CHEMBL3384775,15085975,Vmax,=,146,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338074,,CHEMBL3384773,15085934,EC50,=,172,nM,6.76,potency,concentration,172.0,6.76,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338074,,CHEMBL3384774,15085908,EC50,=,1175,nM,5.93,potency,concentration,1175.0,5.93,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338074,,CHEMBL3384775,15085976,Vmax,=,76,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338075,,CHEMBL3384773,15085933,EC50,=,550,nM,6.26,potency,concentration,550.0,6.26,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338075,,CHEMBL3384774,15085907,EC50,=,714,nM,6.15,potency,concentration,714.0,6.15,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338075,,CHEMBL3384775,15085977,Vmax,=,80,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338076,,CHEMBL3384773,15085932,EC50,=,182,nM,6.74,potency,concentration,182.0,6.74,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338076,,CHEMBL3384774,15085906,EC50,=,311,nM,6.51,potency,concentration,311.0,6.51,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338076,,CHEMBL3384775,15085978,Vmax,=,87,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338077,,CHEMBL3384773,15085931,EC50,=,317,nM,6.5,potency,concentration,317.0,6.5,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338077,,CHEMBL3384774,15085953,EC50,=,436,nM,6.36,potency,concentration,436.0,6.36,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338077,,CHEMBL3384775,15085979,Vmax,=,88,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338155,,CHEMBL3384773,15085930,EC50,=,336,nM,6.47,potency,concentration,336.0,6.47,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338155,,CHEMBL3384774,15085954,EC50,=,233,nM,6.63,potency,concentration,233.0,6.63,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338155,,CHEMBL3384775,15085980,Vmax,=,73,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338156,,CHEMBL3384773,15085929,EC50,=,132,nM,6.88,potency,concentration,132.0,6.88,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338156,,CHEMBL3384774,15085955,EC50,=,550,nM,6.26,potency,concentration,550.0,6.26,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338156,,CHEMBL3384775,15085981,Vmax,=,75,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338157,,CHEMBL3384773,15085928,EC50,=,111,nM,6.96,potency,concentration,111.0,6.96,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338157,,CHEMBL3384774,15085956,EC50,=,196,nM,6.71,potency,concentration,196.0,6.71,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338157,,CHEMBL3384775,15085982,Vmax,=,59,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3338158,,CHEMBL3384773,15085927,EC50,=,195,nM,6.71,potency,concentration,195.0,6.71,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase
CHEMBL3338158,,CHEMBL3384774,15085957,EC50,=,248,nM,6.61,potency,concentration,248.0,6.61,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) using 5 mM glucose by spectrophotometry in presence of NAD+ and glucose 6-phosphate dehydrogenase in presence of 4% HSA
CHEMBL3338158,,CHEMBL3384775,15085983,Vmax,=,54,%,,kinetic,,,,Vmax 属酶动力学参数（机制读数），不计入效力/效能,,,0,CHEMBL3352420,2014,LITERATURE,Activation of purified human glucokinase isoform 3 (13 to 466 aa) assessed as Vmax by spectrophotometry in presence of varying concentration of glucose relative to control
CHEMBL3352877,,CHEMBL3377918,14985671,EC50,=,820,nM,6.09,potency,concentration,820.0,6.09,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
CHEMBL3352877,,CHEMBL3377920,14985719,Ratio,=,0.71,,,unclassified,,,,Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL3351938,2014,LITERATURE,Activity of activated human recombinant Glucokinase assessed as maximum glucose phosphorylation measured over 5 mins by spectrophotometry relative to unactivated enzyme
CHEMBL3358425,,CHEMBL3377918,14985654,EC50,=,120,nM,6.92,potency,concentration,120.0,6.92,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
CHEMBL3358425,,CHEMBL3377920,14985703,Ratio,=,0.82,,,unclassified,,,,Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL3351938,2014,LITERATURE,Activity of activated human recombinant Glucokinase assessed as maximum glucose phosphorylation measured over 5 mins by spectrophotometry relative to unactivated enzyme
CHEMBL3358426,,CHEMBL3377918,14985655,EC50,=,590,nM,6.23,potency,concentration,590.0,6.23,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
CHEMBL3358426,,CHEMBL3377920,14985704,Ratio,=,0.7,,,unclassified,,,,Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL3351938,2014,LITERATURE,Activity of activated human recombinant Glucokinase assessed as maximum glucose phosphorylation measured over 5 mins by spectrophotometry relative to unactivated enzyme
CHEMBL3358427,,CHEMBL3377918,14985656,EC50,=,440,nM,6.36,potency,concentration,440.0,6.36,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
CHEMBL3358427,,CHEMBL3377920,14985705,Ratio,=,0.78,,,unclassified,,,,Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL3351938,2014,LITERATURE,Activity of activated human recombinant Glucokinase assessed as maximum glucose phosphorylation measured over 5 mins by spectrophotometry relative to unactivated enzyme
CHEMBL3358428,,CHEMBL3377918,14985657,EC50,=,110,nM,6.96,potency,concentration,110.0,6.96,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
CHEMBL3358428,,CHEMBL3377920,14985706,Ratio,=,0.74,,,unclassified,,,,Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL3351938,2014,LITERATURE,Activity of activated human recombinant Glucokinase assessed as maximum glucose phosphorylation measured over 5 mins by spectrophotometry relative to unactivated enzyme
CHEMBL3358429,,CHEMBL3377918,14985658,EC50,=,1590,nM,5.8,potency,concentration,1590.0,5.8,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
CHEMBL3358430,,CHEMBL3377918,14985659,EC50,=,350,nM,6.46,potency,concentration,350.0,6.46,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
CHEMBL3358430,,CHEMBL3377920,14985707,Ratio,=,0.86,,,unclassified,,,,Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL3351938,2014,LITERATURE,Activity of activated human recombinant Glucokinase assessed as maximum glucose phosphorylation measured over 5 mins by spectrophotometry relative to unactivated enzyme
CHEMBL3358431,,CHEMBL3377918,14985660,EC50,=,110,nM,6.96,potency,concentration,110.0,6.96,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
CHEMBL3358431,,CHEMBL3377920,14985708,Ratio,=,0.73,,,unclassified,,,,Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL3351938,2014,LITERATURE,Activity of activated human recombinant Glucokinase assessed as maximum glucose phosphorylation measured over 5 mins by spectrophotometry relative to unactivated enzyme
CHEMBL3358432,,CHEMBL3377918,14985661,EC50,=,14,nM,7.85,potency,concentration,14.0,7.85,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
CHEMBL3358432,,CHEMBL3377920,14985709,Ratio,=,0.73,,,unclassified,,,,Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL3351938,2014,LITERATURE,Activity of activated human recombinant Glucokinase assessed as maximum glucose phosphorylation measured over 5 mins by spectrophotometry relative to unactivated enzyme
CHEMBL3358433,,CHEMBL3377918,14985662,EC50,=,290,nM,6.54,potency,concentration,290.0,6.54,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
CHEMBL3358433,,CHEMBL3377920,14985710,Ratio,=,0.75,,,unclassified,,,,Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL3351938,2014,LITERATURE,Activity of activated human recombinant Glucokinase assessed as maximum glucose phosphorylation measured over 5 mins by spectrophotometry relative to unactivated enzyme
CHEMBL3358434,,CHEMBL3377918,14985663,EC50,=,460,nM,6.34,potency,concentration,460.0,6.34,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
CHEMBL3358434,,CHEMBL3377920,14985711,Ratio,=,0.83,,,unclassified,,,,Ratio 为自由文本指标（无官方标准化规则），assay 描述未命中提升门槛，不跨实验汇总,,,0,CHEMBL3351938,2014,LITERATURE,Activity of activated human recombinant Glucokinase assessed as maximum glucose phosphorylation measured over 5 mins by spectrophotometry relative to unactivated enzyme
CHEMBL3358435,,CHEMBL3377918,14985664,EC50,=,370,nM,6.43,potency,concentration,370.0,6.43,EC50 为标准化浓度型效力指标,5,,0,CHEMBL3351938,2014,LITERATURE,Activation of human recombinant Glucokinase measured over 5 mins by G6-PD coupled assay in presence of 5 mM glucose
