patent_id,patent_number,country,publication_date,family_id,title,surface_forms,n_mentions,hit_clms
52971767,US-20250111889-A1,US,2025-04-03,87279718,DE NOVO DESIGNED MACROCYCLIC OLIGOAMIDES,"[""GKRP""]",1,
53142549,US-20250115606-A1,US,2025-04-10,80354684,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
52950168,US-20250145596-A1,US,2025-05-08,87563628,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
53396017,US-20250154533-A1,US,2025-05-15,87313522,ENGINEERED RETRONS AND METHODS OF USE,"[""Glucokinase (hexokinase 4) regulator""]",1,
53691086,US-20250177362-A1,US,2025-06-05,87563618,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
53690636,US-20250179453-A1,US,2025-06-05,56345216,CRISPR ENZYME MUTATIONS REDUCING OFF-TARGET EFFECTS,"[""Glucokinase (hexokinase 4) regulator""]",2,
53730620,US-20250188103-A1,US,2025-06-12,85727085,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
53850611,US-20250206757-A1,US,2025-06-26,86054039,"5,8-DIHYDRO-1,7-NAPHTHYRIDINE DERIVATIVES AS GLP-1 AGONISTS FOR THE TREATMENT OF DIABETES","[""GKRP"", ""glucokinase regulatory protein""]",2,
53890845,US-20250214999-A1,US,2025-07-03,78331790,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
53889549,US-20250215425-A1,US,2025-07-03,57944486,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
53926094,US-20250223579-A1,US,2025-07-10,61197453,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
54067204,US-20250248660-A1,US,2025-08-07,85321465,SYSTEM AND METHOD FOR CARDIOVASCULAR HEALTH ASSESSMENT AND RISK MANAGEMENT,"[""glucokinase regulatory protein""]",1,
54063776,US-20250250269-A1,US,2025-08-07,86331708,HETEROCYCLIC GLP-1 AGONISTS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
54066297,US-20250250589-A1,US,2025-08-07,49883289,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION AND THERAPEUTIC APPLICATIONS","[""Glucokinase (hexokinase 4) regulator""]",1,
54063475,US-20250250617-A1,US,2025-08-07,65517825,CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
54065173,US-20250250618-A1,US,2025-08-07,65517825,CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
54101647,US-20250257067-A1,US,2025-08-14,96661626,COMPOUNDS AND COMPOSITIONS FOR TREATING CONDITIONS ASSOCIATED WITH CALCITONIN RECEPTOR AND/OR AMYLIN RECEPTOR ACTIVITY,"[""GKRP"", ""glucokinase regulatory protein""]",2,
54099140,US-20250257321-A1,US,2025-08-14,87571382,METHODS OF TREATING BRAIN INJURY,"[""Glucokinase (hexokinase 4) regulator""]",1,
54404272,US-20250320559-A1,US,2025-10-16,97306021,METHODS RELATING TO IMPAIRED RESPIRATORY HEALTH THERAPEUTICS,"[""glucokinase regulatory protein""]",1,
54445009,US-20250327125-A1,US,2025-10-23,89025657,SYSTEMS AND METHODS FOR ANALYSIS OF SAMPLES ASSOCIATED WITH NONALCOHOLIC FATTY LIVER DISEASE,"[""Glucokinase regulator""]",1,
54514265,US-20250340901-A1,US,2025-11-06,90835481,"GENE EDITING COMPONENTS, SYSTEMS, AND METHODS OF USE","[""Glucokinase (hexokinase 4) regulator""]",1,
54667633,US-20250367322-A1,US,2025-12-04,87517476,NUCLEOBASE EDITING SYSTEM AND METHOD OF USING SAME FOR MODIFYING NUCLEIC ACID SEQUENCES,"[""Glucokinase (hexokinase 4) regulator""]",1,
54736957,US-20250382642-A1,US,2025-12-18,49883289,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR SEQUENCE MANIPULATION AND THERAPEUTIC APPLICATIONS","[""Glucokinase (hexokinase 4) regulator""]",1,
6089806,US-6132724-A,US,2000-10-17,22091819,Allelic polygene diagnosis of reward deficiency syndrome and treatment,"[""glucokinase regulatory protein""]",1,
5535762,US-6335170-B1,US,2002-01-01,22394714,"DETERMINING EXPRESSION PATTERN OF A CELL SAMPLE; MONITOR EXPRESSION PATTERN OF CONTROL GENES, MONITOR EXPRESSION PATTERN OF PREFERENTIAL GENES, COMPARE TO CONTROL PATTERN","[""Glucokinase regulator""]",1,
5547893,US-6348582-B1,US,2002-02-19,21835286,NUCLEOTIDE SEQUENCE FROM STAPHYLOCOCCUS AUREUS; PROBES; PRIMERS; DIAGNOSIS OF INFECTIONS; DRUG SCREENING OF BACTERIOSTATS AND BACTERICIDES,"[""Glucokinase regulator""]",1,
4953037,US-6506581-B1,US,2003-01-14,27027173,"Nucleotide sequence of the Haemophilus influenzae Rd genome, fragments thereof, and uses thereof","[""Glucokinase regulator""]",1,
4976883,US-6528289-B1,US,2003-03-04,27027174,Isolated polynucleotide; can be used in industrial fermentation and pharmaceutical development,"[""Glucokinase regulator""]",1,
5019774,US-6569662-B1,US,2003-05-27,27413822,Nucleic acids and polypeptides,"[""Glucokinase regulator""]",2,
4436911,US-6716579-B1,US,2004-04-06,32033138,"POLYNUCLEOTIDE PROBES HAVING SEQUENCES COMPLEMENTARY TO THE 3' UNTRANSLATED REGION OF A GENE TRANSCRIPT, WHOSE CHROMOSOMAL LOCATION HAS BEEN DEFINED; USEFUL FOR CONDUCTING COMPARATIVE GENE EXPRESSION ANALYSES.","[""Glucokinase regulator""]",1,
3788131,US-6846651-B2,US,2005-01-25,27027173,"Nucleotide sequence of the Haemophilus influenzae Rd genome, fragments thereof, and uses thereof","[""Glucokinase regulator""]",1,
3789450,US-6936417-B2,US,2005-08-30,22394714,Gene expression in bladder tumors,"[""Glucokinase regulator""]",1,
2448101,US-7442720-B2,US,2008-10-28,34742984,concurrent administration of cysteamine hydrochloride with metformin ,"[""GKRP"", ""glucokinase regulatory protein""]",2,
1934595,US-7469185-B2,US,2008-12-23,37662053,Primary rat hepatocyte toxicity modeling,"[""glucokinase regulatory protein""]",4,
1374449,US-7590493-B2,US,2009-09-15,46325000,Methods for determining hepatotoxins,"[""glucokinase regulatory protein""]",1,
1020894,US-7700748-B2,US,2010-04-20,27223745,VMGLOM gene and its mutations causing disorders with a vascular component,"[""glucokinase regulatory protein""]",2,
865803,US-7750020-B2,US,2010-07-06,34963913,"3-Cyclopentyl-2-(4-cyclopropylsulfamoyl-phenyl)-N-(5-methoxy-thiazolo[5,4-b]pyridin-2-yl)-propionamide; antidiabetic agent; insulin resistance, impaired glucose tolerance, obesity; with other hypolipidemic agent, anti-obesity and hypotensive agent","[""GKRP""]",6,
1193716,US-7781451-B2,US,2010-08-24,34966970,"Thiazolopyridine derivatives, pharmaceut ical conditions containing them and methods of treating glucokinase mediated conditions","[""GKRP""]",6,
1194094,US-7795257-B2,US,2010-09-14,37714273,Organic compounds,"[""GKRP""]",7,
1134359,US-7812048-B2,US,2010-10-12,39811513,Glucokinase activators and methods of using same,"[""glucokinase regulatory protein""]",1,
1134484,US-7812167-B2,US,2010-10-12,32469191,Substituted (thiazol-2-yl)-amides or sulfonamides as glucokinase activators useful in the treatment of type 2 diabetes,"[""GKRP""]",6,
5152217,US-7873482-B2,US,2011-01-18,42241553,Diagnostic system for selecting nutrition and pharmacological products for animals,"[""Glucokinase (hexokinase 4) regulator""]",1,
206341,US-7888504-B2,US,2011-02-15,38895401,Glucokinase activators and methods of using same,"[""glucokinase regulatory protein""]",1,
277100,US-7910747-B2,US,2011-03-22,38720453,Phosphonate and phosphinate pyrazolylamide glucokinase activators,"[""glucokinase regulatory protein""]",1,
5162044,US-7970552-B1,US,2011-06-28,42241553,Diagnostic system for selecting nutrition and pharmacological products for animals,"[""Glucokinase (hexokinase 4) regulator""]",1,
525330,US-7977367-B2,US,2011-07-12,41228587,Substituted imidazole propanamide glucokinase activators,"[""glucokinase regulatory protein""]",1,
13249220,US-8071606-B2,US,2011-12-06,42026372,Substituted pyrazinone amides useful for activation of glucokinase,"[""glucokinase regulatory protein""]",1,
190941,US-8153677-B2,US,2012-04-10,38720453,Substituted pyrazolylamide compounds useful as glucokinase activators,"[""glucokinase regulatory protein""]",1,
6308219,US-8188151-B2,US,2012-05-29,34742984,Methods for treating diabetes,"[""GKRP"", ""glucokinase regulatory protein""]",2,
8598650,US-8222285-B2,US,2012-07-17,39713941,"1,3-dihydroxy substituted phenylamide glucokinase activators","[""glucokinase regulatory protein""]",1,
10418033,US-8252931-B2,US,2012-08-28,37606931,"Thiazolo[5,4-B]pyridine glucokinase activators","[""GKRP""]",7,
10458468,US-8273777-B2,US,2012-09-25,39811513,Glucokinase activators and methods of using same,"[""glucokinase regulatory protein""]",1,
10530850,US-8299115-B2,US,2012-10-30,39864859,"Pyrrole-2-carboxamide derivatives as glucokinase activators, their process and pharmaceutical application","[""GKRP"", ""glucokinase regulatory protein""]",2,
10549748,US-8309586-B2,US,2012-11-13,40801688,Glucokinase activators and pharmaceutical compositions containing the same as an active ingredient,"[""glucokinase regulatory protein""]",3,
10599418,US-8329920-B2,US,2012-12-11,41228587,Substituted imidazoles useful for treating type II diabetes,"[""glucokinase regulatory protein""]",1,
10732904,US-8389552-B2,US,2013-03-05,41228587,(S)-6-(2-(4-(cyclobutylsulfonyl)-1H-imidazol-1-yl)-3-cyclopentylpropanamido)nicotinic acid useful as a glucokinase activator,"[""glucokinase regulatory protein""]",1,
10829174,US-8431563-B2,US,2013-04-30,44840531,Compounds that interact with glucokinase regulatory protein for the treatment of diabetes,"[""GKRP"", ""glucokinase regulatory protein""]",661,
11264340,US-8455496-B2,US,2013-06-04,42124287,Benzofuranyl derivatives,"[""glucokinase regulatory protein""]",1,
12242913,US-8501955-B2,US,2013-08-06,40467365,"Acetamide derivatives as glucokinase activators, their process and medicinal application","[""GKRP"", ""glucokinase regulatory protein""]",2,
12434793,US-8592396-B2,US,2013-11-26,44210782,Glucokinase activators and methods of using same,"[""glucokinase regulatory protein""]",1,
12483523,US-8614332-B2,US,2013-12-24,38720453,Substituted pyrazolylamides useful as glucokinase activators,"[""glucokinase regulatory protein""]",1,
12705804,US-8722622-B2,US,2014-05-13,45401106,FGF21 conjugates and anti-diabetic uses thereof,"[""GKRP"", ""glucokinase regulatory protein""]",2,
12731217,US-8735396-B2,US,2014-05-27,42124287,Benzofuranyl derivatives,"[""glucokinase regulatory protein""]",1,
12781732,US-8758764-B2,US,2014-06-24,36917149,Proteins and nucleic acids from meningitis/sepsis-associated Escherichia coli,"[""Glucokinase regulator""]",1,
12927095,US-8835163-B2,US,2014-09-16,39102910,Embryonic-like stem cells derived from adult human peripheral blood and methods of use,"[""Glucokinase regulator""]",2,
13197694,US-8940900-B2,US,2015-01-27,39636932,"2,2,2-tri-substituted acetamide derivatives as glucokinase activators, their process and pharmaceutical application","[""GKRP"", ""glucokinase regulatory protein""]",4,
14140263,US-9163227-B2,US,2015-10-20,47561699,Anti-diabetic compounds,"[""GKRP"", ""glucokinase regulatory protein""]",2,
14638612,US-9242978-B2,US,2016-01-26,50387521,Phenylacetamide compound and pharmaceutical containing same,"[""GKRP"", ""glucokinase regulatory protein""]",6,
15211447,US-9334313-B2,US,2016-05-10,36917149,Proteins and nucleic acids from meningitis/sepsis-associated Escherichia coli ,"[""Glucokinase regulator""]",1,
15245662,US-9340506-B2,US,2016-05-17,46653250,"Acetamide derivatives as glucokinase activators, their process and medicinal applications","[""GKRP"", ""glucokinase regulatory protein""]",2,
15541023,US-9388382-B2,US,2016-07-12,40844744,"Isolation of CD14 negative, CD45 positive and CD117 positive embryonic-like stem cells free of monocytes from human umbilical cord blood mononuclear cells","[""Glucokinase regulator""]",1,
16593994,US-9574189-B2,US,2017-02-21,38001974,Enzymatic encoding methods for efficient synthesis of large libraries,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",3,
17805609,US-9790490-B2,US,2017-10-17,55274964,CRISPR enzymes and systems,"[""Glucokinase (hexokinase 4) regulator""]",1,
18468835,US-9902681-B2,US,2018-02-27,51989511,N-3 immunoresolvents: structures and actions,"[""glucokinase regulatory protein""]",1,
6851938,WO-1998048785-A2,WO,1998-11-05,21932148,ALLELIC POLYGENE DIAGNOSIS OF REWARD DEFICIENCY SYNDROME AND TREATMENT,"[""glucokinase regulatory protein""]",1,
6566343,WO-1998048785-A9,WO,1999-05-20,21932148,ALLELIC POLYGENE DIAGNOSIS OF REWARD DEFICIENCY SYNDROME AND TREATMENT,"[""glucokinase regulatory protein""]",1,
6393913,WO-1999051620-A1,WO,1999-10-14,26763735,LIBRARIES OF EXPRESSIBLE GENE SEQUENCES,"[""Glucokinase regulator""]",1,
6393734,WO-1999051766-A1,WO,1999-10-14,21994497,METHODS FOR PRODUCING LIBRARIES OF EXPRESSIBLE GENE SEQUENCES,"[""Glucokinase regulator""]",1,
6215438,WO-2000012762-A1,WO,2000-03-09,22511404,A NOVEL PROTEIN RELATED TO MELANOMA-INHIBITING PROTEIN AND USES THEREOF,"[""glucokinase regulatory protein""]",1,
6269151,WO-2000041686-A1,WO,2000-07-20,22363061,TREATMENT OF HYPERTENSION WITH COMPOUNDS THAT INHIBIT THE DESTRUCTION OF ENKEPHALINS OR ENDORPHINS,"[""glucokinase regulatory protein""]",1,
5639337,WO-2001012659-A2,WO,2001-02-22,26846790,HUMAN DNA SEQUENCES,"[""glucokinase regulatory protein""]",1,
5645367,WO-2001020327-A1,WO,2001-03-22,10860872,SPA IN A SCREENING METHOD FOR MODULATORS OF GLUCOKINASE,"[""glucokinase regulatory protein""]",1,
5688859,WO-2001060856-A2,WO,2001-08-23,27223745,VMGLOM GENE AND ITS MUTATIONS CAUSING DISORDERS WITH A VASCULAR COMPONENT,"[""glucokinase regulatory protein""]",2,
5720434,WO-2001098454-A2,WO,2001-12-27,22737261,HUMAN DNA SEQUENCES,"[""glucokinase regulatory protein""]",1,
5096057,WO-2003004687-A2,WO,2003-01-16,27586853,NOVEL PROTEINS AND NUCLEIC ACIDS ENCODING SAME,"[""Glucokinase regulator""]",1,
718778,WO-2004050645-A1,WO,2004-06-17,32469191,SUBSTITUTED (THIAZOL-2-YL) -AMIDE OR SULFONAMIDE AS GLYCOKINASE ACTIVATORS USEFUL IN THE TREATMENT OF TYPE 2 DIABETES,"[""GKRP""]",6,
4042673,WO-2005063226-A1,WO,2005-07-14,34742984,COMPOSITIONS AND METHODS FOR TREATING DIABETES,"[""GKRP"", ""glucokinase regulatory protein""]",2,
718884,WO-2005095417-A1,WO,2005-10-13,34966970,"THIAZOLOPYRIDINE DERIVATES, PHARMACEUTICAL CONDITIONS CONTAINING THEM AND METHODS OF TREATING GLUCOKINASE MEDIATED CONDITIONS","[""GKRP""]",6,
718871,WO-2005095418-A1,WO,2005-10-13,34963913,SULFONAMIDE-THIAZOLPYRIDINE DERIVATIVES AS GLUCOKINASE ACTIVATORS USEFUL THE TREATMENT OF TYPE 2 DIABETES,"[""GKRP""]",6,
4051125,WO-2005123132-A2,WO,2005-12-29,34993345,USE OF LIVER-SELECTIVE GLUCOKINASE ACTIVATORS,"[""GKRP"", ""glucokinase regulatory protein""]",5,
3392844,WO-2006043036-A2,WO,2006-04-27,33484794,TREATMENT OF DIABETES,"[""GKRP""]",2,
3176254,WO-2006044842-A2,WO,2006-04-27,35953911,PANCREATIC ISLET BETA-CELL-LIKE MACROPHAGES AND METHODS TO PRODUCE THEM,"[""glucokinase regulatory protein""]",2,
2605001,WO-2007005763-A2,WO,2007-01-11,37605108,COMBINATION OF A RENIN INHIBITOR AND AN INSULIN SECRETION ENHANCER OR AN INSULIN SENSITIZER,"[""glucokinase regulatory protein""]",1,
718905,WO-2007041365-A2,WO,2007-04-12,37714273,3-CYCLYL-2- (4-SULFAMO YL-PHENYL) -N-CYCLYL-PROPIONAMIDE DERIVATIVES USEFUL IN THE TREATMENT OF IMPAIRED GLUCOSE TOLERANCE AND DIABETES,"[""GKRP""]",7,
718859,WO-2007041366-A1,WO,2007-04-12,37606931,SULFONAMIDE DERIVATIVES AS GLYCOKINASE ACTIVATORS USEFUL IN THE TREATMENT OF TYPE 2 DIABETES,"[""GKRP""]",7,
2511788,WO-2007062664-A2,WO,2007-06-07,38001974,ENZYMATIC ENCODING METHODS FOR EFFICIENT SYNTHESIS OF LARGE LIBRARIES,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",3,
718934,WO-2008005914-A2,WO,2008-01-10,38895401,NOVEL GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
718846,WO-2008005964-A2,WO,2008-01-10,38720453,PHOSPHONATE AND PHOSPHINATE COMPOUNDS AS GLUCOKINASE ACTIVATORS,"[""glucokinase regulatory protein""]",1,
2277498,WO-2008048671-A1,WO,2008-04-24,39102910,EMBRYONIC-LIKE STEM CELLS DERIVED FROM ADULT HUMAN PERIPHERAL BLOOD AND METHODS OF USE,"[""Glucokinase regulator""]",2,
2070674,WO-2008081418-A1,WO,2008-07-10,39313161,GLUCAGON-LIKE PROTEIN-1 RECEPTOR (GLP-1R) AGONIST COMPOUNDS,"[""glucokinase regulatory protein""]",1,
718922,WO-2008104994-A2,WO,2008-09-04,39636932,"2,2,2-TRI-SUBSTITUTED ACETAMIDE DERIVATIVES AS GLUCOKINASE ACTIVATORS, THEIR PROCESS AND PHARMACEUTICAL APPLICATION","[""GKRP"", ""glucokinase regulatory protein""]",4,
2091983,WO-2008144940-A1,WO,2008-12-04,40074534,BIOMARKER FOR HYPERTRIGLYCERIDEMIA,"[""glucokinase regulatory protein""]",1,
718953,WO-2008149382-A1,WO,2008-12-11,39864859,"PYRROLE-2-CARBOXAMIDE DERIVATIVES AS GLUCOKINASE ACTIVATORS, THEIR PROCESS AND PHARMACEUTICAL APPLICATION","[""GKRP"", ""glucokinase regulatory protein""]",2,
718955,WO-2008154563-A1,WO,2008-12-18,39713941,"1, 3 - DIHYDROXY SUBSTITUTED PHENYLAMIDE GLUCOKINASE ACTIVATORS","[""glucokinase regulatory protein""]",1,
718892,WO-2009018065-A2,WO,2009-02-05,39811513,NOVEL GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
718983,WO-2009047798-A2,WO,2009-04-16,40467365,"ACETAMIDE DERIVATIVES AS GLUCOKINASE ACTIVATORS, THEIR PROCESS AND MEDICINAL APPLICATIONS","[""GKRP"", ""glucokinase regulatory protein""]",2,
1515772,WO-2009082152-A2,WO,2009-07-02,40801688,GLUCOKINASE ACTIVATORS AND PHARMACEUTICAL COMPOSITIONS CONTAINING THE SAME AS AN ACTIVE INGREDIENT,"[""glucokinase regulatory protein""]",3,
943884,WO-2010013161-A1,WO,2010-02-04,41091993,FLUORINATED HETEROARYLS,"[""glucokinase regulatory protein""]",1,
1063429,WO-2010029461-A1,WO,2010-03-18,41228587,HETEROARYLS AMIDE DERIVATIVES AND THEIR USE AS GLUCOKINASE ACTIVATORS,"[""glucokinase regulatory protein""]",1,
770932,WO-2010065940-A1,WO,2010-06-10,42233644,MATERIALS AND METHODS FOR DETERMINING DIAGNOSIS AND PROGNOSIS OF PROSTATE CANCER,"[""Glucokinase (hexokinase 4) regulator""]",1,
1159672,WO-2010075007-A2,WO,2010-07-01,42240845,DETERMINING NUTRIENTS FOR ANIMALS THROUGH GENE EXPRESSION,"[""Glucokinase (hexokinase 4) regulator""]",1,
1159661,WO-2010075009-A2,WO,2010-07-01,42241553,DIAGNOSTIC SYSTEM FOR SELECTING NUTRITION AND PHARMACOLOGICAL PRODUCTS FOR ANIMALS,"[""Glucokinase (hexokinase 4) regulator""]",1,
1271880,WO-2010084428-A1,WO,2010-07-29,42026372,SUBSTITUTED PYRAZINONE AMIDES,"[""glucokinase regulatory protein""]",1,
830851,WO-2010103437-A1,WO,2010-09-16,42124287,BENZOFURANYL DERIVATIVES USED AS GLUCOKINASE INHIBITORS,"[""glucokinase regulatory protein""]",1,
1278822,WO-2010103438-A1,WO,2010-09-16,42312781,SUBSTITUTED INDAZOLE AMIDES AND THEIR USE AS GLUCOKINASE ACTIVATORS,"[""glucokinase regulatory protein""]",1,
166442,WO-2011011767-A1,WO,2011-01-27,43499447,METHOD FOR GENOME EDITING,"[""Glucokinase (hexokinase 4) regulator""]",2,
686362,WO-2011127933-A1,WO,2011-10-20,44351525,BI-FUNCTIONAL COMPLEXES AND METHODS FOR MAKING AND USING SUCH COMPLEXES,"[""Glucokinase regulator"", ""glucokinase regulatory protein""]",3,
686936,WO-2011130459-A1,WO,2011-10-20,44210782,NOVEL GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
8567630,WO-2011158149-A1,WO,2011-12-22,44514847,"2-(3,5-DISUBSTITUTEDPHENYL)PYRIMIDIN-4(3H)-ONE DERIVATIVES","[""glucokinase regulatory protein""]",1,
40792,WO-2012007562-A1,WO,2012-01-19,42985395,CYCLOTETRAPEPTIDES WITH PRO-ANGIOGENIC PROPERTIES,"[""Glucokinase (hexokinase 4) regulator""]",1,
140,WO-2012027261-A1,WO,2012-03-01,44840531,SULFONYLPIPERAZINE DERIVATIVES THAT INTERACT WITH GLUCOKINASE REGULATORY PROTEIN FOR THE TREATMENT OF DIABETES,"[""GKRP"", ""glucokinase regulatory protein""]",648,
745229,WO-2012059873-A2,WO,2012-05-10,45401106,ANTI-DIABETIC COMPOUNDS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
10506402,WO-2012138776-A1,WO,2012-10-11,45952660,BENZODIOXEPINE AND BENZODIOXINE COMPOUNDS THAT INTERACT WITH GLUCOKINASE REGULATORY PROTEIN FOR THE TREATMENT OF DIABETES,"[""GKRP"", ""glucokinase regulatory protein""]",255,
12176970,WO-2013093720-A2,WO,2013-06-27,47561699,ANTI-DIABETIC COMPOUNDS,"[""GKRP"", ""glucokinase regulatory protein""]",2,
12233047,WO-2013110958-A1,WO,2013-08-01,47089086,TRIGLYCERIDE TOLERANCE TEST MEAL,"[""glucokinase regulatory protein""]",1,
12269149,WO-2013123444-A1,WO,2013-08-22,47790528,SULFONYL COMPOUNDS THAT INTERACT WITH GLUCOKINASE REGULATORY PROTEIN,"[""GKRP"", ""glucokinase regulatory protein""]",105,
12428221,WO-2013173382-A1,WO,2013-11-21,48576524,BENZOTHIOPHENE SULFONAMIDES AND OTHER COMPOUNDS THAT INTERACT WITH GLUCOKINASE REGULATORY PROTEIN,"[""GKRP"", ""glucokinase regulatory protein""]",206,
12636143,WO-2014035872-A1,WO,2014-03-06,49117981,TRICYCLIC ALKYNES THAT INTERACT WITH GLUCOKINASE REGULATORY PROTEIN,"[""GKRP"", ""glucokinase regulatory protein""]",74,
13118155,WO-2014193652-A2,WO,2014-12-04,51989511,NOVEL N-3 IMMUNORESOLVENTS: STRUCTURES AND ACTIONS,"[""glucokinase regulatory protein""]",1,
13151919,WO-2014204728-A1,WO,2014-12-24,52105123,"DELIVERY, ENGINEERING AND OPTIMIZATION OF SYSTEMS, METHODS AND COMPOSITIONS FOR TARGETING AND MODELING DISEASES AND DISORDERS OF POST MITOTIC CELLS","[""Glucokinase (hexokinase 4) regulator""]",1,
13151914,WO-2014204729-A1,WO,2014-12-24,52105124,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR TARGETING DISORDERS AND DISEASES USING VIRAL COMPONENTS","[""Glucokinase (hexokinase 4) regulator""]",1,
13535025,WO-2015089419-A2,WO,2015-06-18,53371970,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR TARGETING DISORDERS AND DISEASES USING PARTICLE DELIVERY COMPONENTS","[""Glucokinase (hexokinase 4) regulator""]",1,
14223957,WO-2015089419-A9,WO,2015-11-05,53371970,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR TARGETING DISORDERS AND DISEASES USING PARTICLE DELIVERY COMPONENTS","[""Glucokinase (hexokinase 4) regulator""]",1,
13535448,WO-2015089462-A1,WO,2015-06-18,52273585,"DELIVERY, USE AND THERAPEUTIC APPLICATIONS OF THE CRISPR-CAS SYSTEMS AND COMPOSITIONS FOR GENOME EDITING","[""Glucokinase (hexokinase 4) regulator""]",1,
13638643,WO-2015103480-A1,WO,2015-07-09,53494054,TREATING OCULAR NEOVASCULARIZATION,"[""GKRP""]",2,
14547672,WO-2016004043-A1,WO,2016-01-07,55019915,TARGETED CONJUGATES AND PARTICLES AND FORMULATIONS THEREOF,"[""Glucokinase (hexokinase 4) regulator""]",1,
15454089,WO-2016100774-A1,WO,2016-06-23,56127659,GRAPE PRODUCTS FOR NONALCOHOLIC FATTY LIVER DISEASE AND OTHER USES,"[""glucokinase regulatory protein""]",1,
16319807,WO-2016205613-A1,WO,2016-12-22,56345216,CRISPR ENZYME MUTATIONS REDUCING OFF-TARGET EFFECTS,"[""Glucokinase (hexokinase 4) regulator""]",2,
16319314,WO-2016205711-A1,WO,2016-12-22,55274964,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
16320011,WO-2016205749-A1,WO,2016-12-22,56409151,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
16441792,WO-2016205749-A9,WO,2017-01-19,56409151,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
17129307,WO-2017106657-A1,WO,2017-06-22,57944486,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
17518237,WO-2017136652-A1,WO,2017-08-10,59500164,STAPLED PEPTIDE CONJUGATES AND PARTICLES,"[""Glucokinase (hexokinase 4) regulator""]",1,
17688786,WO-2017161096-A1,WO,2017-09-21,59851424,ANTIBODY MIMIC CONJUGATES AND PARTICLES,"[""Glucokinase (hexokinase 4) regulator""]",1,
17879917,WO-2017184786-A1,WO,2017-10-26,58668960,CPF1 COMPLEXES WITH REDUCED INDEL ACTIVITY,"[""Glucokinase (hexokinase 4) regulator""]",1,
17917573,WO-2017189308-A1,WO,2017-11-02,58701849,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",1,
18309406,WO-2018017910-A1,WO,2018-01-25,59501613,GLUCOKINASE ACTIVATORS AND METHODS OF USING SAME,"[""glucokinase regulatory protein""]",1,
18449943,WO-2018035387-A1,WO,2018-02-22,61197453,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
18449998,WO-2018035388-A1,WO,2018-02-22,61197035,NOVEL CRISPR ENZYMES AND SYSTEMS,"[""Glucokinase (hexokinase 4) regulator""]",2,
18798044,WO-2018081175-A1,WO,2018-05-03,62023987,"SYSTEM AND METHOD FOR IMPLEMENTING MEAL SELECTION BASED ON VITALS, GENOTYPE, AND PHENOTYPE","[""glucokinase regulatory protein""]",1,
18833790,WO-2018085622-A1,WO,2018-05-11,62076362,LIVER ORGANOID DISEASE MODELS AND METHODS OF MAKING AND USING SAME,"[""glucokinase regulatory protein""]",1,
19070664,WO-2018115845-A1,WO,2018-06-28,58360542,TREATMENT OF LIVER DISEASE,"[""GKRP"", ""glucokinase regulatory protein""]",19,
